species,decimalLatitude,decimalLongitude,family,a_habit
Blepharis maderaspatensis,-4.68472,35.1319,Acanthaceae,herb
Blepharis grandis,-8.78333,33.25,Acanthaceae,herb
Blepharis affinis,-6.8,39.25,Acanthaceae,herb
Blepharis affinis,-9.06055,39.1405,Acanthaceae,herb
Blepharis katangensis,-8.78333,33.25,Acanthaceae,herb
Blepharis affinis,-6.96666,38.8333,Acanthaceae,herb
Blepharis affinis,-6.8,39.25,Acanthaceae,herb
Blepharis maderaspatensis,-3.23333,36.8833,Acanthaceae,herb
Blepharis affinis,-6.8,39.25,Acanthaceae,herb
Blepharis linariifolia,-4.63166,36.0705,Acanthaceae,herb
Blepharis affinis,-6.9,39.1833,Acanthaceae,herb
Blepharis affinis,-8.58833,39.2603,Acanthaceae,herb
Blepharis edulis,-2.73,36.6931,Acanthaceae,herb
Blepharis affinis,-6.58333,39.1333,Acanthaceae,herb
Blepharis katangensis,-6.63305,31.1472,Acanthaceae,herb
Blepharis maderaspatensis,-4.80277,35.0153,Acanthaceae,herb
Blepharis maderaspatensis,-5.24166,34.6833,Acanthaceae,herb
Blepharis maderaspatensis,-4.85166,34.9097,Acanthaceae,herb
Blepharis affinis,-6.2,38.7,Acanthaceae,herb
Blepharis longifolia,-7.81472,33.7,Acanthaceae,herb
Blepharis panduriformis,-4.80278,35.0153,Acanthaceae,herb
Blepharis affinis,-10.9167,38.1667,Acanthaceae,herb
Blepharis affinis,-7.25,37.0833,Acanthaceae,herb
Blepharis maderaspatensis,-6.90166,31.1642,Acanthaceae,herb
Blepharis buchneri,-4.65305,29.6258,Acanthaceae,herb
Blepharis affinis,-6.46666,38.7333,Acanthaceae,herb
Blepharis affinis,-6.8,39.25,Acanthaceae,herb
Blepharis grandis,-9.76666,34.5167,Acanthaceae,herb
Blepharis affinis,-6.76666,38.9167,Acanthaceae,herb
Blepharis affinis,-6.96666,38.8333,Acanthaceae,herb
Blepharis affinis,-7.66666,39.2833,Acanthaceae,herb
Blepharis affinis,-7.83333,39.3333,Acanthaceae,herb
Blepharis affinis,-7.4,39.3333,Acanthaceae,herb
Blepharis affinis,-6.76666,38.9167,Acanthaceae,herb
Blepharis buchneri,-4.66666,29.6167,Acanthaceae,herb
Blepharis asteracantha,-5.1,33.05,Acanthaceae,herb
Blepharis stuhlmannii,-5.32,32.68,Acanthaceae,herb
Blepharis involucrata,-8.77,34.35,Acanthaceae,herb
Blepharis pusilla,-4.53,35.28,Acanthaceae,herb
Blepharis petraea,-5.37,30.45,Acanthaceae,herb
Blepharis edulis,-7.42,36.5,Acanthaceae,herb
Blepharis involucrata,-8.15,34.87,Acanthaceae,herb
Blepharis uzondoensis,-5.48,30.53,Acanthaceae,herb
Blepharis grandis,-8.52,31.5,Acanthaceae,herb
Blepharis glumacea,-8.55,31.48,Acanthaceae,herb
Blepharis uzondoensis,-5.4,30.47,Acanthaceae,herb
Blepharis petraea,-5.4,30.47,Acanthaceae,herb
Blepharis glumacea,-6.43,31.4,Acanthaceae,herb
Blepharis stuhlmannii,-6.22,32.28,Acanthaceae,herb
Blepharis asteracantha,-5.25,32.72,Acanthaceae,herb
Blepharis tenuiramea,-4.95,33.03,Acanthaceae,herb
Blepharis katangensis,-5.82,32.7,Acanthaceae,herb
Blepharis asteracantha,-5.82,32.7,Acanthaceae,herb
Blepharis stuhlmannii,-5.83,32.68,Acanthaceae,herb
Blepharis glumacea,-5.9,34.25,Acanthaceae,herb
Blepharis tenuiramea,-5.97,32.55,Acanthaceae,herb
Blepharis longifolia,-5.3,33.43,Acanthaceae,herb
Blepharis pusilla,-5.05,34.77,Acanthaceae,herb
Blepharis tenuiramea,-5.37,34.77,Acanthaceae,herb
Blepharis longifolia,-5.5,34.7,Acanthaceae,herb
Blepharis pusilla,-5.5,34.7,Acanthaceae,herb
Blepharis itigiensis,-5.73,34.42,Acanthaceae,herb
Blepharis panduriformis,-5.77,34.38,Acanthaceae,herb
Blepharis longifolia,-5.88,34.28,Acanthaceae,herb
Blepharis katangensis,-5.88,34.28,Acanthaceae,herb
Blepharis stuhlmannii,-5.57,34.2,Acanthaceae,herb
Blepharis stuhlmannii,-5.57,34.08,Acanthaceae,herb
Blepharis stuhlmannii,-5.9,34.22,Acanthaceae,herb
Blepharis longifolia,-5.77,34.73,Acanthaceae,herb
Blepharis tenuiramea,-5.77,34.73,Acanthaceae,herb
Blepharis involucrata,-5.87,35.1,Acanthaceae,herb
Blepharis trispina,-5.87,35.1,Acanthaceae,herb
Blepharis stuhlmannii,-5,35.8,Acanthaceae,herb
Blepharis trispina,-4.92,35.8,Acanthaceae,herb
Blepharis stuhlmannii,-4.93,35.82,Acanthaceae,herb
Blepharis stuhlmannii,-5.97,32.55,Acanthaceae,herb
Blepharis glumacea,-5.43,30.5,Acanthaceae,herb
Blepharis glumacea,-5.57,34.13,Acanthaceae,herb
Blepharis uzondoensis,-5.48,30.53,Acanthaceae,herb
Blepharis involucrata,-5.37,34.77,Acanthaceae,herb
Blepharis itigiensis,-5.5,34.7,Acanthaceae,herb
Blepharis stuhlmannii,-5.83,32.67,Acanthaceae,herb
Blepharis trispina,-5.77,34.73,Acanthaceae,herb
Blepharis trispina,-5.77,34.38,Acanthaceae,herb
Blepharis uzondoensis,-5.4,30.47,Acanthaceae,herb
Blepharis tenuiramea,-5.32,32.7,Acanthaceae,herb
Blepharis katangensis,-7.83,31.5,Acanthaceae,herb
Blepharis asteracantha,-4.92,33.07,Acanthaceae,herb
Blepharis longifolia,-8.77,34.35,Acanthaceae,herb
Blepharis involucrata,-5.05,32.9,Acanthaceae,herb
Blepharis longifolia,-8.83333,34.4667,Acanthaceae,herb
Blepharis involucrata,-8.83333,34.4667,Acanthaceae,herb
Blepharis glumacea,-7.46667,30.9167,Acanthaceae,herb
Blepharis trispina,-4.28333,33.7,Acanthaceae,herb
Blepharis menocotyle,-6.18333,30.8333,Acanthaceae,herb
Blepharis stuhlmannii,-5.83333,32.6667,Acanthaceae,herb
Blepharis asteracantha,-8.98333,32.5667,Acanthaceae,herb
Blepharis asteracantha,-8.13333,31.5167,Acanthaceae,herb
Blepharis stuhlmannii,-4.86667,29.6333,Acanthaceae,herb
Blepharis buchneri,-4.91667,29.6167,Acanthaceae,herb
Blepharis stuhlmannii,-6.58333,32.1333,Acanthaceae,herb
Blepharis stuhlmannii,-5.96667,32.55,Acanthaceae,herb
Brachystephanus holstii,-5.16667,38.6167,Acanthaceae,shrub
Brachystephanus holstii,-6.9,37.7,Acanthaceae,shrub
Brachystephanus holstii,-4.71667,38.25,Acanthaceae,shrub
Brachystephanus africanus var. longibracteatus,-6.08333,37.4167,Acanthaceae,herb
Brachystephanus africanus,-6,37.5,Acanthaceae,herb
Brachystephanus africanus,-1.02555,31.6094,Acanthaceae,herb
Brachystephanus africanus,-1.01666,31.6167,Acanthaceae,herb
Brachystephanus coeruleus subsp. apiculatus,-8.83333,33.3333,Acanthaceae,herb
Brachystephanus africanus,-7.73333,36.9,Acanthaceae,herb
Brachystephanus schliebenii,-8.96667,36.6833,Acanthaceae,herb
Brachystephanus holstii,-4.51667,38.3,Acanthaceae,shrub
Brachystephanus africanus,-6.96666,37.7333,Acanthaceae,herb
Brachystephanus africanus,-7.86667,36.85,Acanthaceae,herb
Brachystephanus holstii,-6.88333,37.6667,Acanthaceae,shrub
Brillantaisia ulugurica,-9.28333,33.6167,Acanthaceae,herb
Brillantaisia owariensis,-6.23333,29.7833,Acanthaceae,herb
Brillantaisia lamium,-1.04,31.535,Acanthaceae,herb
Brillantaisia stenopteris,-5.98333,37.75,Acanthaceae,shrub
Brillantaisia ulugurica,-8.5,35.5,Acanthaceae,herb
Brillantaisia cicatricosa,-8.83333,33.2833,Acanthaceae,herb
Brillantaisia cicatricosa,-7.75,36.45,Acanthaceae,herb
Brillantaisia cicatricosa,-6.84306,36.7369,Acanthaceae,herb
Brillantaisia cicatricosa,-8.5725,35.3144,Acanthaceae,herb
Brillantaisia lamium,-1.32667,31.7903,Acanthaceae,herb
Brillantaisia madagascariensis,-1.04916,31.5458,Acanthaceae,herb
Brillantaisia cicatricosa,-7.69055,36.8589,Acanthaceae,herb
Brillantaisia madagascariensis,-5.06055,38.6328,Acanthaceae,herb
Brillantaisia lamium,-1.04916,31.5458,Acanthaceae,herb
Brillantaisia cicatricosa,-6.45,36.9667,Acanthaceae,herb
Brillantaisia cicatricosa,-8.61,35.6231,Acanthaceae,herb
Brillantaisia owariensis,-4.63694,29.6303,Acanthaceae,herb
Brillantaisia cicatricosa,-8.38333,35.95,Acanthaceae,herb
Brillantaisia madagascariensis,-7.70305,36.8758,Acanthaceae,herb
Brillantaisia cicatricosa,-8.55,35.3333,Acanthaceae,herb
Brillantaisia madagascariensis,-8.40889,35.9761,Acanthaceae,herb
Brillantaisia cicatricosa,-6.81389,36.7417,Acanthaceae,herb
Brillantaisia stenopteris,-7.03333,37.8167,Acanthaceae,shrub
Brillantaisia madagascariensis,-1.10555,31.5769,Acanthaceae,herb
Brillantaisia lamium,-1.00555,31.6219,Acanthaceae,herb
Brillantaisia owariensis,-1.14833,31.5214,Acanthaceae,herb
Brillantaisia madagascariensis,-6.88333,37.7167,Acanthaceae,herb
Brillantaisia lamium,-1.03833,31.5317,Acanthaceae,herb
Brillantaisia ulugurica,-9.86667,34.6,Acanthaceae,herb
Brillantaisia madagascariensis,-5.93333,30.1,Acanthaceae,herb
Brillantaisia pubescens,-9.11694,39.1786,Acanthaceae,herb
Brillantaisia cicatricosa,-8.85,33.2833,Acanthaceae,herb
Brillantaisia madagascariensis,-4.85,38.6603,Acanthaceae,herb
Brillantaisia owariensis,-8.85,33.2833,Acanthaceae,herb
Brillantaisia madagascariensis,-6.06972,37.5722,Acanthaceae,herb
Brillantaisia cicatricosa,-8.60055,35.6328,Acanthaceae,herb
Brillantaisia cicatricosa,-6,37.75,Acanthaceae,herb
Brillantaisia cicatricosa,-7.86666,36.3667,Acanthaceae,herb
Brillantaisia madagascariensis,-6.98333,37.7333,Acanthaceae,herb
Brillantaisia madagascariensis,-8.09,31.2969,Acanthaceae,herb
Brillantaisia stenopteris,-6.06667,37.5333,Acanthaceae,shrub
Brillantaisia ulugurica,-8.41666,35.75,Acanthaceae,herb
Brillantaisia pubescens,-9.07166,39.1625,Acanthaceae,herb
Brillantaisia stenopteris,-6.98333,37.75,Acanthaceae,shrub
Brillantaisia lamium,-1.03555,31.5289,Acanthaceae,herb
Brillantaisia pubescens,-8.31583,38.9608,Acanthaceae,herb
Brillantaisia stenopteris,-6.88333,37.9167,Acanthaceae,shrub
Brillantaisia madagascariensis,-3.28333,36.9333,Acanthaceae,herb
Brillantaisia pubescens,-8.60805,36.3403,Acanthaceae,herb
Brillantaisia cicatricosa,-7.78333,36.5333,Acanthaceae,herb
Brillantaisia cicatricosa,-7.16666,37.5167,Acanthaceae,herb
Brillantaisia ulugurica,-7.78333,36.8667,Acanthaceae,herb
Brillantaisia stenopteris,-6.25,37.1,Acanthaceae,shrub
Crabbea velutina,-2.285,34.836,Acanthaceae,herb
Crabbea velutina,-4.34472,35.7672,Acanthaceae,herb
Crabbea velutina,-7.66666,36.25,Acanthaceae,herb
Crabbea velutina,-4.85972,35.3364,Acanthaceae,herb
Crabbea velutina,-2.595,33.4406,Acanthaceae,herb
Crabbea velutina,-3.42944,36.0983,Acanthaceae,herb
Crabbea velutina,-4.84617,34.309,Acanthaceae,herb
Crabbea velutina,-5.00583,34.3736,Acanthaceae,herb
Crabbea velutina,-2.72805,36.6989,Acanthaceae,herb
Crabbea velutina,-7,35.8333,Acanthaceae,herb
Crabbea velutina,-4.36611,35.7667,Acanthaceae,herb
Crabbea velutina,-6.91333,36.595,Acanthaceae,herb
Crabbea velutina,-5.00833,34.8903,Acanthaceae,herb
Crabbea velutina,-4.57611,38.3825,Acanthaceae,herb
Crossandra cephalostachya,-6.86667,37.7333,Acanthaceae,herb
Crossandra massaica,-1.71667,33.9833,Acanthaceae,herb
Crossandra massaica,-2.3,34.8367,Acanthaceae,herb
Crossandra pungens,-5.78333,38.85,Acanthaceae,herb
Crossandra subacaulis,-2.31667,34.8,Acanthaceae,herb
Crossandra tridentata,-5.09972,38.6167,Acanthaceae,shrub
Crossandra tridentata,-6.08333,37.4167,Acanthaceae,shrub
Crossandra subacaulis,-6.31667,38.2333,Acanthaceae,herb
Crossandra massaica,-5.93027,30.2183,Acanthaceae,herb
Crossandra pungens,-5.05,38.7,Acanthaceae,herb
Crossandra tridentata,-4.29305,37.9372,Acanthaceae,shrub
Crossandra tridentata,-4.29333,37.9289,Acanthaceae,shrub
Crossandra tridentata,-4.35139,37.8989,Acanthaceae,shrub
Crossandra pungens,-6.76666,38.9167,Acanthaceae,herb
Crossandra tridentata,-5.1,38.6167,Acanthaceae,shrub
Crossandra cephalostachya,-4.83333,38.7667,Acanthaceae,herb
Crossandra tridentata,-6,37.7167,Acanthaceae,shrub
Crossandra massaica,-4.65611,29.6322,Acanthaceae,herb
Crossandra pungens,-6.76667,38.9167,Acanthaceae,herb
Crossandra pungens,-5.05,38.7,Acanthaceae,herb
Crossandra cephalostachya,-7.7,36.8833,Acanthaceae,herb
Crossandra tridentata,-4.25444,37.9719,Acanthaceae,shrub
Crossandra tridentata,-4.2825,37.9278,Acanthaceae,shrub
Crossandra tridentata,-4.32667,37.9908,Acanthaceae,shrub
Crossandra pungens,-4.96417,38.7858,Acanthaceae,herb
Crossandra massaica,-6.56138,30.5886,Acanthaceae,herb
Crossandra massaica,-4.66666,29.6333,Acanthaceae,herb
Crossandra tridentata,-6,37.7167,Acanthaceae,shrub
Crossandra pungens,-4.90028,38.7411,Acanthaceae,herb
Crossandra pungens,-6.76666,38.9167,Acanthaceae,herb
Crossandra tridentata,-4.31667,37.9833,Acanthaceae,shrub
Crossandra subacaulis,-7.3,37.2,Acanthaceae,herb
Crossandra tridentata,-4.28083,37.9836,Acanthaceae,shrub
Crossandra cephalostachya,-6.86667,37.9167,Acanthaceae,herb
Crossandra massaica,-4.64944,29.6275,Acanthaceae,herb
Crossandra massaica,-7.2,37.2167,Acanthaceae,herb
Crossandra tridentata,-6.81667,37.8167,Acanthaceae,shrub
Crossandra subacaulis,-2.43638,34.8197,Acanthaceae,herb
Crossandra pungens,-5.53333,38.6333,Acanthaceae,herb
Crossandra pungens,-5.08333,38.6833,Acanthaceae,herb
Crossandra tridentata,-6.85,37.7333,Acanthaceae,shrub
Crossandra pungens,-6.28333,38.5667,Acanthaceae,herb
Crossandra tridentata,-3.81667,37.6333,Acanthaceae,shrub
Crossandra tridentata,-6.03333,37.5333,Acanthaceae,shrub
Crossandra friesiorum,-4.3,37.95,Acanthaceae,herb
Crossandra pungens,-5.13333,38.7167,Acanthaceae,herb
Crossandra tridentata,-6.91667,37.7,Acanthaceae,shrub
Crossandra tridentata,-4.81666,38.5,Acanthaceae,shrub
Crossandra tridentata,-5.08333,38.65,Acanthaceae,shrub
Crossandra pungens,-6.76666,38.9167,Acanthaceae,herb
Crossandra tridentata,-6.25,37.45,Acanthaceae,shrub
Crossandra pungens,-5.05,38.7167,Acanthaceae,herb
Crossandra pungens,-7.66666,37.9167,Acanthaceae,herb
Crossandra leucodonta,-8.45,35.9167,Acanthaceae,herb
Crossandra tridentata,-4.26667,37.9667,Acanthaceae,shrub
Crossandra tridentata,-4.29722,37.9275,Acanthaceae,shrub
Crossandra cephalostachya,-7.7,36.6667,Acanthaceae,herb
Crossandra pungens,-5.13333,38.7667,Acanthaceae,herb
Crossandra leucodonta,-8.35,35.97,Acanthaceae,herb
Crossandra cephalostachya,-7.7,36.88,Acanthaceae,herb
Crossandrella dusenii,-1.11666,31.4667,Acanthaceae,herb
Dicliptera grandiflora,-6.2,37.45,Acanthaceae,herb
Dicliptera heterostegia,-10.0333,39.4667,Acanthaceae,herb
Dicliptera heterostegia,-7.66667,37.9167,Acanthaceae,herb
Dicliptera verticillata,-8.46667,38.55,Acanthaceae,herb
Dicliptera hyalina,-9.11667,36.7667,Acanthaceae,herb
Dicliptera clinopodia,-8.88333,33.4333,Acanthaceae,herb
Dicliptera verticillata,-6.28333,35.7333,Acanthaceae,herb
Dicliptera carvalhoi subsp. erinacea,-9,34.2333,Acanthaceae,herb
Dicliptera carvalhoi,-8.83333,33.3333,Acanthaceae,herb
Dicliptera grandiflora,-7.16667,37.65,Acanthaceae,herb
Dicliptera paniculata,-7.66666,35.1667,Acanthaceae,herb
Dicliptera capitata,-8.86666,33.2833,Acanthaceae,herb
Dicliptera carvalhoi subsp. nemorum,-8.83972,33.2375,Acanthaceae,herb
Dicliptera maculata,-4.26694,37.9819,Acanthaceae,herb
Dicliptera brevispicata,-8.83333,33.3333,Acanthaceae,herb
Dicliptera brevispicata,-8.85,33.2667,Acanthaceae,herb
Dicliptera colorata,-3.25,36.55,Acanthaceae,herb
Dicliptera capitata,-8.83333,33.3333,Acanthaceae,herb
Dicliptera maculata subsp. usambarica,-4.8,38.5,Acanthaceae,herb
Dicliptera hyalina,-1.08138,31.4297,Acanthaceae,herb
Dicliptera elliotii,-1.05888,31.5983,Acanthaceae,herb
Dicliptera aculeata,-9.01111,39.1811,Acanthaceae,herb
Dicliptera maculata subsp. maculata,-8.66556,36.4658,Acanthaceae,herb
Dicliptera laxata,-9.86666,34.6,Acanthaceae,herb
Dicliptera aculeata,-9.02555,39.133,Acanthaceae,herb
Dicliptera laxata,-1.06361,31.5467,Acanthaceae,herb
Dicliptera maculata subsp. maculata,-1.06722,31.6339,Acanthaceae,herb
Dicliptera maculata,-8.96666,33.7,Acanthaceae,herb
Dicliptera brevispicata,-7.95,31.5833,Acanthaceae,herb
Dicliptera paniculata,-2.595,33.4406,Acanthaceae,herb
Dicliptera carvalhoi,-6.91444,36.6014,Acanthaceae,herb
Dicliptera pumila,-8.56667,31.4833,Acanthaceae,herb
Dicliptera laxata,-8.55138,35.5175,Acanthaceae,herb
Dicliptera heterostegia,-8.56944,36.4897,Acanthaceae,herb
Dicliptera heterostegia,-8.31667,39.0167,Acanthaceae,herb
Dicliptera verticillata,-5.01527,35.0319,Acanthaceae,herb
Dicliptera carvalhoi,-6.90888,36.5872,Acanthaceae,herb
Dicliptera hyalina,-9.05694,39.1508,Acanthaceae,herb
Dicliptera inconspicua,-4.95,38.7333,Acanthaceae,herb
Dicliptera heterostegia,-7.16666,37.8167,Acanthaceae,herb
Dicliptera albicaulis,-2.92389,36.7039,Acanthaceae,herb
Dicliptera maculata subsp. usambarica,-4.78333,38.4667,Acanthaceae,herb
Dicliptera carvalhoi subsp. carvalhoi,-7.51861,32.4728,Acanthaceae,herb
Dicliptera maculata subsp. maculata,-6.15583,30.6653,Acanthaceae,herb
Dicliptera carvalhoi,-8.78333,33.25,Acanthaceae,herb
Dicliptera paniculata,-4.63166,36.0705,Acanthaceae,herb
Dicliptera grandiflora,-7.03333,37.6167,Acanthaceae,herb
Dicliptera heterostegia,-7.7,36.6667,Acanthaceae,herb
Dicliptera verticillata,-9.21972,39.0067,Acanthaceae,herb
Dicliptera laxata,-7.86666,36.3667,Acanthaceae,herb
Dicliptera heterostegia,-6.88333,37.9167,Acanthaceae,herb
Dicliptera inconspicua,-4.96667,38.75,Acanthaceae,herb
Dicliptera heterostegia,-9.04,39.3336,Acanthaceae,herb
Dicliptera vollesenii,-8.61667,35.65,Acanthaceae,herb
Dicliptera maculata,-1.00527,31.5339,Acanthaceae,herb
Dicliptera maculata subsp. maculata,-8.35,38.9333,Acanthaceae,herb
Dicliptera aculeata,-6.15,37.5833,Acanthaceae,herb
Dicliptera grandiflora,-7.11667,37.6,Acanthaceae,herb
Dicliptera inconspicua,-5.05,38.7167,Acanthaceae,herb
Dicliptera inconspicua,-6.75,37.35,Acanthaceae,herb
Dicliptera heterostegia,-7.19278,36.8094,Acanthaceae,herb
Dicliptera verticillata,-5.1,33.05,Acanthaceae,herb
Dicliptera capitata,-6.3,30.98,Acanthaceae,herb
Dicliptera capitata,-8.55,31.48,Acanthaceae,herb
Dicliptera brevispicata,-7.73,31.53,Acanthaceae,herb
Dicliptera vollesenii,-5.18,32.75,Acanthaceae,herb
Dicliptera verticillata,-4.92,35.8,Acanthaceae,herb
Dicliptera paniculata,-4.92,35.8,Acanthaceae,herb
Dicliptera capitata,-6.4,31.32,Acanthaceae,herb
Dicliptera vollesenii,-5.05,32.88,Acanthaceae,herb
Dicliptera brevispicata,-8.5,31.67,Acanthaceae,herb
Dicliptera maculata subsp. maculata,-9.98,39.37,Acanthaceae,herb
Dicliptera paniculata,-8.61667,38.1333,Acanthaceae,herb
Dicliptera paniculata,-7.41667,37.8167,Acanthaceae,herb
Dicliptera vollesenii,-6.1,32.8667,Acanthaceae,herb
Dicliptera capitata,-5.01667,30.0833,Acanthaceae,herb
Duosperma quadrangulare,-8.5,38.5667,Acanthaceae,herb
Duosperma quadrangulare,-8.03333,38.3,Acanthaceae,herb
Duosperma quadrangulare,-7.75,34.5833,Acanthaceae,herb
Duosperma longicalyx subsp. mkomaziense,-3.83333,37.4667,Acanthaceae,shrub
Duosperma densiflorum,-4.88333,29.6333,Acanthaceae,shrub
Duosperma crenatum,-7.58333,36.3333,Acanthaceae,shrub
Duosperma crenatum,-7.53333,36.6667,Acanthaceae,shrub
Duosperma densiflorum,-8.83333,34.0167,Acanthaceae,shrub
Duosperma crenatum,-6.35,36.4833,Acanthaceae,shrub
Duosperma quadrangulare,-4.9,35.7833,Acanthaceae,herb
Duosperma tanzaniense,-8.83972,33.2375,Acanthaceae,herb
Duosperma tanzaniense,-7.63333,36.55,Acanthaceae,herb
Duosperma crenatum,-7.33333,35.7833,Acanthaceae,shrub
Duosperma densiflorum,-5.44444,30.5905,Acanthaceae,shrub
Duosperma tanzaniense,-8.83333,33.3333,Acanthaceae,herb
Duosperma livingstoniense,-9.91667,34.55,Acanthaceae,shrub
Duosperma crenatum,-7.66666,35.1667,Acanthaceae,shrub
Duosperma tanzaniense,-8.9,33.2,Acanthaceae,herb
Duosperma crenatum,-4.86667,35.3092,Acanthaceae,shrub
Duosperma longicalyx subsp. mkomaziense,-3.88333,37.9667,Acanthaceae,shrub
Duosperma densiflorum,-6.21666,30.3,Acanthaceae,shrub
Duosperma densiflorum,-5.93833,30.2161,Acanthaceae,shrub
Duosperma tanzaniense,-7.03028,30.99,Acanthaceae,herb
Duosperma crenatum,-3.36611,36.1472,Acanthaceae,shrub
Duosperma crenatum,-8.97472,34.2189,Acanthaceae,shrub
Duosperma crenatum,-4.78888,35.1553,Acanthaceae,shrub
Duosperma quadrangulare,-4.90416,34.9889,Acanthaceae,herb
Duosperma quadrangulare,-5.01527,35.0319,Acanthaceae,herb
Duosperma crenatum,-7.66666,35.3333,Acanthaceae,shrub
Duosperma quadrangulare,-9.05388,39.3164,Acanthaceae,herb
Duosperma porotoense,-8.86667,34,Acanthaceae,herb
Duosperma tanzaniense,-8.87,34,Acanthaceae,herb
Duosperma tanzaniense,-6.12,30.93,Acanthaceae,herb
Duosperma quadrangulare,-5.83,34.95,Acanthaceae,herb
Duosperma crenatum,-6.05,35.55,Acanthaceae,shrub
Duosperma trachyphyllum,-7.8,35.8,Acanthaceae,shrub
Duosperma tanzaniense,-7.78,31.48,Acanthaceae,herb
Duosperma longicalyx subsp. mkomaziense,-3.88,37.97,Acanthaceae,shrub
Duosperma densiflorum,-5.75,30.8,Acanthaceae,shrub
Duosperma fimbriatum,-6.31667,31.0167,Acanthaceae,herb
Duosperma densiflorum,-6.25,30.7333,Acanthaceae,shrub
Dyschoriste subquadrangularis,-4.93333,38.3167,Acanthaceae,herb
Dyschoriste sallyae,-7.06667,30.8833,Acanthaceae,herb
Dyschoriste albiflora,-8.95,33.2333,Acanthaceae,shrub
Dyschoriste subquadrangularis,-5.25,38.4,Acanthaceae,herb
Dyschoriste clinopodioides,-3.23333,36.7833,Acanthaceae,herb
Dyschoriste clinopodioides,-9.28333,33.6167,Acanthaceae,herb
Dyschoriste tanganyikensis,-8.75,33.5833,Acanthaceae,herb
Dyschoriste hildebrandtii,-4,35,Acanthaceae,shrub
Dyschoriste hildebrandtii,-5.56667,37.9333,Acanthaceae,shrub
Dyschoriste albiflora,-8.88333,34,Acanthaceae,shrub
Dyschoriste hildebrandtii,-6.25,37.3333,Acanthaceae,shrub
Dyschoriste pilifera,-8.85,34.6333,Acanthaceae,herb
Dyschoriste verticillaris,-8.63333,38.4833,Acanthaceae,herb
Dyschoriste verticillaris,-7.81667,37.8833,Acanthaceae,herb
Dyschoriste nagchana,-3.33333,36.95,Acanthaceae,herb
Dyschoriste trichocalyx,-2.48333,30.6333,Acanthaceae,herb
Dyschoriste nagchana,-2.63333,30.55,Acanthaceae,herb
Dyschoriste trichocalyx,-2.55,30.5833,Acanthaceae,herb
Dyschoriste tanganyikensis,-8.5,35.25,Acanthaceae,herb
Dyschoriste kitongaensis,-7.66667,36.25,Acanthaceae,shrub
Dyschoriste multicaulis,-4.75,38.3333,Acanthaceae,herb
Dyschoriste hildebrandtii,-4.74916,38.8183,Acanthaceae,shrub
Dyschoriste albiflora,-7.33333,35.7833,Acanthaceae,shrub
Dyschoriste verticillaris,-8.9,33.2,Acanthaceae,herb
Dyschoriste albiflora,-7,36.3833,Acanthaceae,shrub
Dyschoriste hildebrandtii,-4.36027,37.895,Acanthaceae,shrub
Dyschoriste trichocalyx subsp. verticillaris,-8.88333,33.2833,Acanthaceae,herb
Dyschoriste nagchana,-4.86667,38.4667,Acanthaceae,herb
Dyschoriste nagchana,-1.03333,31.5333,Acanthaceae,herb
Dyschoriste subquadrangularis,-5.48333,37.9,Acanthaceae,herb
Dyschoriste nagchana,-4.66694,29.6225,Acanthaceae,herb
Dyschoriste verticillaris,-7.2,37.2167,Acanthaceae,herb
Dyschoriste albiflora,-8.83333,33.3333,Acanthaceae,shrub
Dyschoriste trichocalyx subsp. verticillaris,-5.48459,30.597,Acanthaceae,herb
Dyschoriste trichocalyx,-4.64583,29.6306,Acanthaceae,herb
Dyschoriste tanzaniensis,-5.18,32.75,Acanthaceae,shrub
Dyschoriste hildebrandtii,-3.36833,36.1064,Acanthaceae,shrub
Dyschoriste clinopodioides,-1.02555,31.4205,Acanthaceae,herb
Dyschoriste pilifera,-4.89861,35.2622,Acanthaceae,herb
Dyschoriste clinopodioides,-1.00111,31.5319,Acanthaceae,herb
Dyschoriste pilifera,-4.87138,35.3367,Acanthaceae,herb
