species,family,genus,order,primary_habit,secondary_habit,n_records,n_coords,mean_lat,mean_lon
Rytigynia lichenoxenos,Rubiaceae,Rytigynia,Gentianales,tree,NA,14,14,-8.352397857142858,35.72380714285714
Rytigynia longicaudata,Rubiaceae,Rytigynia,Gentianales,shrub,NA,14,14,-4.807995,38.33099285714286
Scoliosorus mannianus,Pteridaceae,Scoliosorus,Polypodiales,epiphyte,NA,14,14,-6.846190714285714,36.95737857142857
Sesbania macrantha var. macrantha,Fabaceae,Sesbania,Fabales,shrub,NA,14,14,-6.5961671428571425,33.81811428571429
Sida cordifolia,Malvaceae,Sida,Malvales,herb,shrub,14,14,-6.371009285714286,36.03642857142857
Spermacoce filituba,Rubiaceae,Spermacoce,Gentianales,herb,NA,14,14,-4.940237142857143,38.05524285714286
Sterculia quinqueloba,Malvaceae,Sterculia,Malvales,tree,NA,14,14,-6.357481428571429,33.19316428571429
Striga asiatica,Orobanchaceae,Striga,Lamiales,parasitic,NA,14,14,-5.333231428571429,34.47922142857143
Strychnos panganensis,Loganiaceae,Strychnos,Gentianales,liana,NA,14,14,-6.644165714285714,38.8178
Tephrosia noctiflora,Fabaceae,Tephrosia,Fabales,shrub,NA,14,14,-5.7456121428571425,37.94067142857143
Terminalia kaiseriana,Combretaceae,Terminalia,Myrtales,tree,NA,14,14,-7.5399964285714285,32.23372857142857
Tiliacora kenyensis,Menispermaceae,Tiliacora,Ranunculales,liana,NA,14,14,-5.835237857142857,38.89857142857143
Trachypogon spicatus,Poaceae,Trachypogon,Poales,herb,NA,14,14,-7.054978571428571,34.84102142857143
Tricalysia acocantheroides,Rubiaceae,Tricalysia,Gentianales,shrub,NA,14,14,-8.400612857142857,35.12847142857143
Tricalysia allocalyx,Rubiaceae,Tricalysia,Gentianales,shrub,NA,14,14,-6.918649285714285,38.83557142857143
Trichoscypha lucens,Anacardiaceae,Trichoscypha,Sapindales,tree,NA,14,14,-7.966723571428571,35.48659285714286
Tristachya superba,Poaceae,Tristachya,Poales,herb,NA,14,14,-6.321842142857143,34.04165714285714
Turraea abyssinica,Meliaceae,Turraea,Sapindales,tree,NA,14,14,-3.2676342857142857,36.023242857142854
Urochloa deflexa,Poaceae,Urochloa,Poales,herb,NA,14,14,-6.490794285714285,35.96225
Uvariodendron usambarense,Annonaceae,Uvariodendron,Magnoliales,tree,NA,14,14,-5.583911428571429,38.20558571428571
Vangueria apiculata,Rubiaceae,Vangueria,Gentianales,shrub,NA,14,14,-3.123450714285714,34.819964285714285
Veronica abyssinica,Plantaginaceae,Veronica,Lamiales,herb,NA,14,14,-7.3516835714285715,35.334064285714284
Viscum shirense,Santalaceae,Viscum,Santalales,parasitic,NA,14,14,-8.297477857142857,33.183771428571426
Vittaria ensiformis,Pteridaceae,Vittaria,Polypodiales,epiphyte,NA,14,14,-5.825555714285715,37.97428571428571
Adenocarpus mannii,Fabaceae,Adenocarpus,Fabales,herb,NA,13,13,-6.380489230769231,35.94293076923077
Adiantum comorense,Dennstaedtiaceae,Adiantum,Polypodiales,herb,NA,13,13,-5.42076923076923,38.58846153846154
Aerangis thomsonii,Orchidaceae,Aerangis,Asparagales,epiphyte,NA,13,13,-3.88547,36.410938461538464
Arthropteris orientalis,Polypodiaceae,Arthropteris,Polypodiales,epiphyte,NA,13,13,-7.31207,35.3746
Beilschmiedia kweo,Lauraceae,Beilschmiedia,Laurales,tree,NA,13,13,-6.608138461538462,37.54133076923077
Bidens schimperi,Asteraceae,Bidens,Asterales,herb,NA,13,13,-6.813324615384616,34.61638461538462
Blepharis longifolia,Acanthaceae,Blepharis,Lamiales,herb,NA,13,13,-7.524464615384615,34.501792307692305
Blepharis maderaspatensis,Acanthaceae,Blepharis,Lamiales,herb,NA,13,13,-5.519910769230769,35.54528461538462
Bosqueiopsis gilletii,Moraceae,Bosqueiopsis,Rosales,tree,NA,13,13,-9.031176923076924,39.194
Bothriochloa insculpta,Poaceae,Bothriochloa,Poales,herb,NA,13,13,-5.608140769230769,34.85923076923077
Bridelia atroviridis,Phyllanthaceae,Bridelia,Malpighiales,tree,NA,13,13,-4.735831538461539,33.41064615384615
Brucea antidysenterica,Simaroubaceae,Brucea,Sapindales,tree,shrub,13,13,-4.912496923076923,37.00354615384615
Burkea africana,Fabaceae,Burkea,Fabales,tree,NA,13,13,-8.452412307692308,36.20669230769231
Carex echinochloe,Cyperaceae,Carex,Poales,herb,NA,13,13,-7.912668461538462,35.52663076923077
Chamaecrista exilis,Fabaceae,Chamaecrista,Fabales,herb,NA,13,13,-6.593585384615385,39.19743076923077
Chamaecrista parva,Fabaceae,Chamaecrista,Fabales,herb,NA,13,13,-5.900509230769231,35.39035384615384
Chamaepentas hindsioides var. williamsii,Rubiaceae,Chamaepentas,Gentianales,herb,NA,13,13,-4.701281538461538,38.28333846153846
Chassalia kenyensis,Rubiaceae,Chassalia,Gentianales,shrub,NA,13,13,-3.729656153846154,37.70380769230769
Chlorophytum filipendulum subsp. filipendulum,Asparagaceae,Chlorophytum,Asparagales,herb,NA,13,13,-4.522881538461538,35.19762307692308
Chlorophytum holstii,Asparagaceae,Chlorophytum,Asparagales,herb,NA,13,13,-6.195636153846154,37.75416923076923
Cissampelos mucronata,Menispermaceae,Cissampelos,Ranunculales,liana,vine,13,13,-4.942817692307693,33.59051538461539
Cissus sciaphila,Vitaceae,Cissus,Vitales,vine,herb,13,13,-6.806982307692308,38.099753846153845
Cleome gynandra,Cleomaceae,Cleome,Brassicales,herb,NA,13,13,-4.870510769230769,34.67341538461539
Commelina subulata,Commelinaceae,Commelina,Commelinales,herb,NA,13,13,-5.7195476923076924,34.74963846153846
Commicarpus plumbagineus,Nyctaginaceae,Commicarpus,Caryophyllales,herb,NA,13,13,-4.542946153846154,35.82119230769231
Commiphora zanzibarica,Burseraceae,Commiphora,Sapindales,tree,NA,13,13,-7.400806923076923,38.5471
Crotalaria agatiflora subsp. agatiflora,Fabaceae,Crotalaria,Fabales,shrub,NA,13,13,-4.0060853846153845,36.322900000000004
Crotalaria cleomifolia,Fabaceae,Crotalaria,Fabales,shrub,herb,13,13,-7.366194615384615,34.663023076923075
Cyanotis lanata,Commelinaceae,Cyanotis,Commelinales,herb,NA,13,13,-4.847283076923077,34.256115384615384
Cyanotis longifolia,Commelinaceae,Cyanotis,Commelinales,herb,NA,13,13,-5.576385384615384,33.14973846153846
Cyathula uncinulata,Amaranthaceae,Cyathula,Caryophyllales,herb,NA,13,13,-4.101279230769231,35.42406153846154
Cyphostemma heterotrichum,Vitaceae,Cyphostemma,Vitales,herb,NA,13,13,-8.782625384615384,33.448476923076925
Dalbergia bracteolata,Fabaceae,Dalbergia,Fabales,liana,tree,13,13,-8.609616153846154,39.037853846153844
Desmodium barbatum var. dimorphum,Fabaceae,Desmodium,Fabales,shrub,NA,13,13,-6.056258461538461,32.368153846153845
Dichapetalum macrocarpum,Dichapetalaceae,Dichapetalum,Malpighiales,shrub,NA,13,13,-10.28232923076923,39.39991538461538
Diospyros amaniensis,Ebenaceae,Diospyros,Ericales,tree,NA,13,13,-5.996664615384615,38.13393846153846
Disa walleri,Orchidaceae,Disa,Asparagales,herb,NA,13,13,-8.31826923076923,33.75491538461539
Dolichos trinervatus,Fabaceae,Dolichos,Fabales,herb,NA,13,13,-9.234422307692308,34.0003
Dombeya rotundifolia,Malvaceae,Dombeya,Malvales,tree,NA,13,13,-6.301768461538462,35.06283846153846
Dovyalis abyssinica,Salicaceae,Dovyalis,Malpighiales,shrub,NA,13,13,-4.7966007692307695,35.78866923076923
Drypetes natalensis var. natalensis,Putranjivaceae,Drypetes,Malpighiales,tree,NA,13,13,-7.28613,36.894223076923076
Ecbolium amplexicaule,Acanthaceae,Ecbolium,Lamiales,herb,NA,13,13,-6.518225384615384,39.105915384615386
Elaphoglossum macropodium,Polypodiaceae,Elaphoglossum,Polypodiales,epiphyte,NA,13,13,-6.933161538461539,36.963676923076925
Elatostema welwitschii,Urticaceae,Elatostema,Rosales,herb,NA,13,13,-7.522068461538462,33.37386923076923
Eriosema montanum,Fabaceae,Eriosema,Fabales,tree,herb,13,13,-6.551878461538461,35.754969230769234
Eriosema pseudostolzii,Fabaceae,Eriosema,Fabales,herb,NA,13,13,-8.249743076923076,35.15563846153846
Euclea natalensis,Ebenaceae,Euclea,Ericales,shrub,NA,13,13,-6.264997692307692,37.57374615384615
Euphorbia bussei var. kibwezensis,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,13,13,-4.225302307692307,37.534046153846155
Euphorbia daviesii,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,13,13,-9.015384615384615,34.386153846153846
Euphorbia quadrangularis,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,13,13,-5.419743076923077,35.05051538461539
Euphorbia quinquecostata,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,13,13,-4.096464615384615,37.87073076923077
Ficus cyathistipula,Moraceae,Ficus,Rosales,tree,NA,13,13,-4.4391423076923076,33.71683076923077
Gnidia involucrata,Thymelaeaceae,Gnidia,Malvales,shrub,NA,13,13,-7.874313076923077,33.71515384615385
Gravesia pulchra var. glandulosa,Melastomataceae,Gravesia,Myrtales,shrub,NA,13,13,-6.861534615384615,37.656423076923076
Grewia plagiophylla,Malvaceae,Grewia,Malvales,shrub,NA,13,13,-5.085895384615385,38.40128461538462
Haplocoelum foliolosum subsp. mombasense,Sapindaceae,Haplocoelum,Sapindales,shrub,NA,13,13,-6.838093846153846,38.8526
Harpachne schimperi,Poaceae,Harpachne,Poales,herb,NA,13,13,-4.763126923076923,34.825315384615386
Helichrysum nitens,Asteraceae,Helichrysum,Asterales,herb,NA,13,13,-8.56748076923077,34.314076923076925
Helichrysum nudifolium var. nudifolium,Asteraceae,Helichrysum,Asterales,herb,NA,13,13,-4.799526923076923,34.474753846153845
Hemionitis viridis,Pteridaceae,Hemionitis,Polypodiales,herb,NA,13,13,-5.078693846153846,36.38000769230769
Hibiscus ludwigii,Malvaceae,Hibiscus,Malvales,shrub,NA,13,13,-4.708009230769231,35.03412307692308
Hybanthus enneaspermus,Violaceae,Hybanthus,Malpighiales,shrub,NA,13,13,-7.139742307692308,37.79743846153846
Hypoestes forskaolii subsp. forskaolii,Acanthaceae,Hypoestes,Lamiales,herb,NA,13,13,-6.8071769230769235,35.43822307692308
Impatiens eryaleia subsp. eryaleia,Balsaminaceae,Impatiens,Ericales,herb,NA,13,13,-8.635553076923077,35.17778461538462
Indigofera atriceps subsp. atriceps,Fabaceae,Indigofera,Fabales,shrub,herb,13,13,-8.79860923076923,34.48843076923077
Justicia interrupta,Acanthaceae,Justicia,Lamiales,shrub,NA,13,13,-6.1667953846153845,38.069876923076926
Justicia matammensis,Acanthaceae,Justicia,Lamiales,herb,NA,13,13,-6.050382307692308,37.4368
Justicia sulphuriflora,Acanthaceae,Justicia,Lamiales,herb,NA,13,13,-6.913183076923077,37.2011
Kohautia obtusiloba,Rubiaceae,Kohautia,Gentianales,herb,NA,13,13,-5.92611,37.8047
Lannea fulva,Anacardiaceae,Lannea,Sapindales,tree,NA,13,13,-4.650616153846154,34.28283846153846
Lannea humilis,Anacardiaceae,Lannea,Sapindales,tree,NA,13,13,-5.8513,34.56927692307692
Lobelia fervens,Campanulaceae,Lobelia,Asterales,herb,NA,13,13,-6.520873076923077,37.603476923076926
Lobelia lukwangulensis,Campanulaceae,Lobelia,Asterales,herb,NA,13,13,-7.041023076923077,37.65896923076923
Lotus discolor,Fabaceae,Lotus,Fabales,herb,NA,13,13,-7.735038461538461,35.275800000000004
Maclura africana,Moraceae,Maclura,Rosales,shrub,NA,13,13,-7.618376153846154,38.8287
Manilkara discolor,Sapotaceae,Manilkara,Ericales,tree,NA,13,13,-6.112093076923077,38.04933076923077
Melanthera pungens var. albinervia,Asteraceae,Melanthera,Asterales,herb,NA,13,13,-7.967240769230769,33.603692307692306
Multidentia fanshawei,Rubiaceae,Multidentia,Gentianales,tree,NA,13,13,-8.680701538461538,35.10396153846154
Nesogordonia holtzii,Malvaceae,Nesogordonia,Malvales,tree,NA,13,13,-6.756727692307693,38.974776923076924
Ochna schweinfurthiana,Ochnaceae,Ochna,Malpighiales,tree,NA,13,13,-7.771536153846154,32.92282307692308
Olax pentandra,Olacaceae,Olax,Santalales,shrub,NA,13,13,-8.923561538461538,39.003861538461535
Paropsia braunii,Passifloraceae,Paropsia,Malpighiales,shrub,NA,13,13,-9.009080769230769,39.22827692307692
Pavetta dolichantha,Rubiaceae,Pavetta,Gentianales,shrub,NA,13,13,-4.038973076923077,35.94200769230769
Pavetta mshigeniana,Rubiaceae,Pavetta,Gentianales,shrub,NA,13,13,-7.13782,37.02143076923077
Pavetta sparsipila,Rubiaceae,Pavetta,Gentianales,shrub,NA,13,13,-6.718973076923077,37.552069230769234
Pavetta stenosepala,Rubiaceae,Pavetta,Gentianales,shrub,NA,13,13,-7.096108461538462,38.44189230769231
Pentanisia schweinfurthii,Rubiaceae,Pentanisia,Gentianales,herb,NA,13,13,-8.939313076923076,34.505161538461536
Pentas micrantha subsp. wyliei,Rubiaceae,Pentas,Gentianales,herb,NA,13,13,-5.538824615384615,36.88733846153846
Phyllanthus fischeri,Phyllanthaceae,Phyllanthus,Malpighiales,shrub,NA,13,13,-5.324996923076923,36.43752307692308
Phyllanthus micromeris,Phyllanthaceae,Phyllanthus,Malpighiales,herb,NA,13,13,-7.756153076923077,36.14333076923077
Phyllanthus mittenianus,Phyllanthaceae,Phyllanthus,Malpighiales,shrub,NA,13,13,-6.750767692307693,37.543076923076924
Piper capense var. capense,Piperaceae,Piper,Piperales,shrub,NA,13,13,-6.523309230769231,36.831553846153845
Platostoma denticulatum,Lamiaceae,Platostoma,Lamiales,herb,NA,13,13,-4.428370769230769,35.651707692307696
Platysepalum inopinatum,Fabaceae,Platysepalum,Fabales,tree,shrub,13,13,-7.705190769230769,39.179892307692306
Plectranthus kamerunensis,Lamiaceae,Plectranthus,Lamiales,herb,NA,13,13,-3.3948023076923075,36.90783846153846
Plectranthus melleri,Lamiaceae,Plectranthus,Lamiales,herb,NA,13,13,-7.585082307692308,36.52175384615385
Plectranthus parvus,Lamiaceae,Plectranthus,Lamiales,herb,NA,13,13,-6.972174615384615,36.38888461538461
Pogonarthria squarrosa,Poaceae,Pogonarthria,Poales,herb,NA,13,13,-5.745637692307692,34.09342307692308
Psychotria brevicaulis,Rubiaceae,Psychotria,Gentianales,shrub,NA,13,13,-5.04,38.6641
Psychotria ealaensis,Rubiaceae,Psychotria,Gentianales,liana,NA,13,13,-6.877177692307693,34.272438461538464
Rytigynia stolzii,Rubiaceae,Rytigynia,Gentianales,shrub,NA,13,13,-8.847946923076924,33.89827692307692
Salacia lehmbachii,Celastraceae,Salacia,Celastrales,shrub,NA,13,13,-5.819057692307692,35.074607692307694
Sanrafaelia ruffonammari,Annonaceae,Sanrafaelia,Magnoliales,tree,NA,13,13,-5.006141538461539,38.730592307692305
Searsia longipes var. schinoides,Anacardiaceae,Searsia,Sapindales,shrub,NA,13,13,-8.395,34.46636923076923
Silene burchellii,Caryophyllaceae,Silene,Caryophyllales,herb,NA,13,13,-7.9358946153846155,34.201292307692306
Sonchus oleraceus,Asteraceae,Sonchus,Asterales,herb,NA,13,13,-5.765100769230769,36.094300000000004
Spermacoce senensis,Rubiaceae,Spermacoce,Gentianales,herb,NA,13,13,-5.463671538461538,34.44805384615385
Streptocarpus pallidiflorus,Gesneriaceae,Streptocarpus,Lamiales,herb,NA,13,13,-6.197946923076923,37.339215384615386
Streptocarpus schliebenii,Gesneriaceae,Streptocarpus,Lamiales,herb,NA,13,13,-6.576322307692307,37.10833076923077
Strychnos lucens,Loganiaceae,Strychnos,Gentianales,liana,NA,13,13,-6.684783076923077,33.509669230769234
Swertia kilimandscharica,Gentianaceae,Swertia,Gentianales,herb,NA,13,13,-7.733353846153846,34.865907692307694
Tacazzea conferta,Apocynaceae,Tacazzea,Gentianales,liana,liana,13,13,-7.006108461538462,36.16240769230769
Tacca leontopetaloides,Dioscoreaceae,Tacca,Dioscoreales,herb,NA,13,13,-7.517648461538461,35.30166153846154
Tapiphyllum obtusifolium,Rubiaceae,Tapiphyllum,Gentianales,shrub,NA,13,13,-5.35990923076923,35.09146923076923
Thespesia danis,Malvaceae,Thespesia,Malvales,shrub,NA,13,13,-6.409056153846154,38.93657692307692
Thunbergia gregorii,Acanthaceae,Thunbergia,Lamiales,herb,NA,13,13,-4.3076507692307695,34.943407692307694
Toussaintia orientalis,Annonaceae,Toussaintia,Magnoliales,liana,NA,13,13,-7.03579,38.589623076923075
Triainolepis africana subsp. hildebrandtii,Rubiaceae,Triainolepis,Gentianales,shrub,NA,13,13,-6.430766923076923,39.37179230769231
Tricalysia pedicellata,Rubiaceae,Tricalysia,Gentianales,shrub,NA,13,13,-7.183759230769231,37.505346153846155
Turraea mombassana subsp. cuneata,Meliaceae,Turraea,Sapindales,shrub,NA,13,13,-4.28679076923077,37.024276923076926
Vangueria randii subsp. acuminata,Rubiaceae,Vangueria,Gentianales,shrub,NA,13,13,-5.446858461538461,38.519407692307695
Vangueria volkensii,Rubiaceae,Vangueria,Gentianales,tree,NA,13,13,-5.200467692307693,35.34851538461538
Vernonia amygdalina,Asteraceae,Vernonia,Asterales,shrub,NA,13,13,-6.301341538461538,35.69583076923077
Voacanga africana,Apocynaceae,Voacanga,Gentianales,shrub,NA,13,13,-7.203186153846154,35.41718461538461
Zanthoxylum chalybeum,Rutaceae,Zanthoxylum,Sapindales,tree,NA,13,13,-6.39098,37.36096153846154
Acacia abyssinica subsp. calophylla,Fabaceae,Acacia,Fabales,shrub,NA,12,12,-5.5583833333333335,35.832975000000005
Acacia latistipulata,Fabaceae,Acacia,Fabales,shrub,NA,12,12,-10.004016666666667,39.01905
Acacia seyal var. fistula,Fabaceae,Acacia,Fabales,tree,NA,12,12,-4.8557375,34.460791666666665
Adansonia digitata,Malvaceae,Adansonia,Malvales,tree,NA,12,12,-6.572706666666667,36.5663
Aeschynomene uniflora,Fabaceae,Aeschynomene,Fabales,herb,NA,12,12,-7.298606666666667,38.786116666666665
Aloe myriacantha,Xanthorrhoeaceae,Aloe,Asparagales,herb,NA,12,12,-4.485555833333334,35.469725
Angraecum eburneum subsp. giryamae,Orchidaceae,Angraecum,Asparagales,epiphyte,NA,12,12,-5.985,38.5575
Ansellia africana,Orchidaceae,Ansellia,Asparagales,epiphyte,NA,12,12,-6.4707375,34.7313
Arachniodes webbiana subsp. foliosa,Polypodiaceae,Arachniodes,Polypodiales,epiphyte,NA,12,12,-4.2837958333333335,37.982549999999996
Asplenium anisophyllum,Aspleniaceae,Asplenium,Polypodiales,epiphyte,NA,12,12,-6.3033775,36.566008333333336
Asplenium theciferum,Aspleniaceae,Asplenium,Polypodiales,herb,NA,12,12,-6.648885833333333,35.47685833333333
Astripomoea malvacea,Convolvulaceae,Astripomoea,Solanales,liana,NA,12,12,-6.911456666666667,35.731475
Athroisma hastifolium,Asteraceae,Athroisma,Asterales,herb,NA,12,12,-3.3703208333333334,36.3322
Baphia macrocalyx,Fabaceae,Baphia,Fabales,tree,NA,12,12,-10.170925,39.67930833333333
Baphia massaiensis subsp. massaiensis,Fabaceae,Baphia,Fabales,tree,NA,12,12,-5.2856716666666665,34.576175
Basananthe zanzibarica,Passifloraceae,Basananthe,Malpighiales,vine,NA,12,12,-7.0076125000000005,38.776091666666666
Borassus aethiopum,Arecaceae,Borassus,Arecales,tree,NA,12,12,-4.835953333333333,36.1168
Bothriocline argentea var. argentea,Asteraceae,Bothriocline,Asterales,tree,NA,12,12,-3.8489808333333335,37.715783333333334
Bothriocline glomerata,Asteraceae,Bothriocline,Asterales,herb,NA,12,12,-5.598008333333333,38.068533333333335
Bothriocline pauciseta,Asteraceae,Bothriocline,Asterales,herb,NA,12,12,-8.472220833333333,35.25138333333333
Bothriocline pectinata,Asteraceae,Bothriocline,Asterales,herb,NA,12,12,-8.587311666666666,35.00536666666667
Brachystegia bussei,Fabaceae,Brachystegia,Fabales,tree,NA,12,12,-6.4368566666666664,31.659925
Brachythrix glomerata,Asteraceae,Brachythrix,Asterales,herb,NA,12,12,-8.861109166666667,33.81248333333333
Breonadia salicina,Rubiaceae,Breonadia,Gentianales,tree,NA,12,12,-7.201943333333333,36.64946666666667
Brillantaisia madagascariensis,Acanthaceae,Brillantaisia,Lamiales,herb,NA,12,12,-5.451686666666666,35.38500833333333
Calodendrum capense,Rutaceae,Calodendrum,Sapindales,tree,NA,12,12,-3.0880058333333333,36.515375
Campylospermum vogelii,Ochnaceae,Campylospermum,Malpighiales,shrub,NA,12,12,-1.4138875,31.663866666666667
Canthium oligocarpum subsp. oligocarpum,Rubiaceae,Canthium,Gentianales,tree,NA,12,12,-7.6323125,33.60124166666667
Centemopsis kirkii,Amaranthaceae,Centemopsis,Caryophyllales,herb,NA,12,12,-5.97521,35.41045
Cissus cornifolia,Vitaceae,Cissus,Vitales,shrub,herb,12,12,-7.285510833333333,35.15475
Cissus petiolata,Vitaceae,Cissus,Vitales,liana,liana,12,12,-4.9693491666666665,33.7217
Cissus producta,Vitaceae,Cissus,Vitales,liana,climber,12,12,-5.748469166666666,34.91489166666667
Cissus quadrangularis,Vitaceae,Cissus,Vitales,liana,liana,12,12,-5.440946666666667,37.54890833333333
Cleome usambarica,Cleomaceae,Cleome,Brassicales,herb,NA,12,12,-6.022776666666667,37.51155833333333
Clutia abyssinica var. usambarica,Euphorbiaceae,Clutia,Malpighiales,shrub,NA,12,12,-4.913631666666666,37.4945
Coffea zanguebariae,Rubiaceae,Coffea,Gentianales,shrub,NA,12,12,-8.256943333333334,38.553891666666665
Cola stelechantha,Malvaceae,Cola,Malvales,tree,NA,12,12,-7.4295349999999996,36.991991666666664
Combretum sericeum,Combretaceae,Combretum,Myrtales,shrublet,shrub,12,12,-7.505554166666666,32.11828333333333
Commiphora schimperi,Burseraceae,Commiphora,Sapindales,tree,NA,12,12,-5.951918333333333,36.26079166666667
Conyza steudelii,Asteraceae,Conyza,Asterales,herb,NA,12,12,-3.9509,36.412725
Craibia brevicaudata subsp. brevicaudata,Fabaceae,Craibia,Fabales,tree,NA,12,12,-6.0537225,38.722183333333334
Craibia brevicaudata subsp. schliebenii,Fabaceae,Craibia,Fabales,tree,NA,12,12,-7.081015833333334,37.027541666666664
Crassula vaginata,Crassulaceae,Crassula,Saxifragales,herb,NA,12,12,-8.57634,34.23074166666667
Crocosmia aurea subsp. aurea,Iridaceae,Crocosmia,Asparagales,herb,NA,12,12,-8.380138333333333,36.171058333333335
Crotalaria barkae subsp. zimmermannii,Fabaceae,Crotalaria,Fabales,herb,NA,12,12,-6.048606666666667,38.098616666666665
Crotalaria dewildemaniana subsp. oxyrhyncha,Fabaceae,Crotalaria,Fabales,shrub,NA,12,12,-3.3550666666666666,36.035183333333336
Crotalaria iringana,Fabaceae,Crotalaria,Fabales,herb,NA,12,12,-5.438816666666667,34.93315
Crotalaria pycnostachya,Fabaceae,Crotalaria,Fabales,herb,NA,12,12,-3.1925908333333335,35.546141666666664
